order_id,customer_name,order_date,category,sub_category,price,region,city,qty
OD5288,Akash,2017-11-14,Food Grains,Rice,556.14,East,Vellore,382
OD5289,Esther,2017-04-19,"Eggs, Meat & Fish",Fish,1083.6,East,Karur,76
OD5290,Esther,2018-09-20,Beverages,Health Drinks,1200.42,East,Madurai,722
OD5291,Roshan,2018-12-25,Oil & Masala,Edible Oil & Ghee,1216.06,East,Nagercoil,377
OD5292,Alan,2018-10-12,"Eggs, Meat & Fish",Eggs,421.74,East,Tirunelveli,213
OD5293,Peer,2015-09-01,Snacks,Chocolates,577.5,East,Namakkal,287
OD5294,Malik,2017-11-11,Beverages,Soft Drinks,2245.5,East,Viluppuram,541
OD5295,Ridhesh,2017-12-26,Food Grains,Rice,922.88,East,Ooty,870
OD5296,Adavan,2017-02-16,Oil & Masala,Edible Oil & Ghee,708.04,East,Dharmapuri,185
OD5297,Alan,2018-09-20,Oil & Masala,Masalas,695.64,East,Karur,238
OD5298,Sheeba,2018-11-17,Bakery,Cakes,579.7,East,Virudhunagar,810
OD5299,Anu,2015-06-17,"Eggs, Meat & Fish",Fish,1643.23,East,Dharmapuri,131
OD5300,Akash,2016-07-09,Oil & Masala,Spices,1085.76,East,Dharmapuri,974
OD5301,James,2016-11-13,Snacks,Noodles,1627.9,East,Vellore,499
OD5302,Shah,2017-11-14,Bakery,Breads & Buns,671.44,East,Perambalur,310
OD5303,Akash,2017-12-01,"Eggs, Meat & Fish",Eggs,1605.48,East,Chennai,228
OD5304,Akash,2018-12-21,Food Grains,Dals & Pulses,1428.48,East,Dindigul,4
OD5305,Akash,2017-09-14,Bakery,Breads & Buns,430.81,East,Tirunelveli,901
OD5306,Vidya,2015-09-07,Snacks,Noodles,1313.5,East,Perambalur,761
OD5307,Kumar,2018-06-26,Food Grains,Atta & Flour,1301.88,East,Perambalur,653
OD5308,Yusuf,2018-05-14,"Eggs, Meat & Fish",Eggs,1865.8,East,Tirunelveli,185
OD5309,Haseena,2016-09-17,Fruits & Veggies,Organic Fruits,1458.0,East,Karur,889
OD5310,Vince,2018-09-20,Beverages,Health Drinks,1784.14,East,Cumbum,700
OD5311,Suresh,2018-01-27,Oil & Masala,Edible Oil & Ghee,683.56,East,Coimbatore,858
OD5312,Arvind,2018-09-04,"Eggs, Meat & Fish",Mutton,835.9,East,Theni,38
OD5313,Surya,2018-11-07,Food Grains,Organic Staples,626.8199999999999,East,Chennai,163
OD5314,Veronica,2018-09-17,Food Grains,Rice,706.86,East,Vellore,667
OD5315,Esther,2015-12-14,"Eggs, Meat & Fish",Mutton,1940.55,East,Dindigul,308
OD5316,Surya,2016-12-04,Beverages,Health Drinks,453.56,East,Tenkasi,377
OD5317,Ganesh,2015-11-03,Bakery,Breads & Buns,385.52,East,Chennai,461
OD5318,Akash,2016-11-01,Oil & Masala,Masalas,1444.23,East,Ooty,743
OD5319,Esther,2016-11-19,Bakery,Breads & Buns,1574.65,East,Theni,59
OD5320,Kumar,2016-09-17,Fruits & Veggies,Organic Fruits,651.2,East,Madurai,144
OD5321,Ravi,2017-05-22,Snacks,Noodles,821.04,East,Nagercoil,675
OD5322,Amy,2017-05-07,Fruits & Veggies,Fresh Fruits,1245.26,East,Trichy,55
OD5323,Arutra,2018-11-05,"Eggs, Meat & Fish",Chicken,839.1600000000001,East,Pudukottai,768
OD5324,Verma,2017-05-07,Oil & Masala,Edible Oil & Ghee,687.97,East,Virudhunagar,137
OD5325,Yadav,2017-03-03,Oil & Masala,Masalas,411.59,East,Cumbum,920
OD5326,Mathew,2018-07-30,Beverages,Health Drinks,616.56,East,Theni,138
OD5327,Muneer,2017-05-22,Fruits & Veggies,Organic Vegetables,1146.66,East,Trichy,393
OD5328,Shree,2018-11-18,Snacks,Noodles,830.56,East,Theni,656
OD5329,Shah,2018-03-31,Snacks,Chocolates,615.8199999999999,East,Virudhunagar,865
OD5330,Sudeep,2017-09-01,Bakery,Cakes,1251.36,East,Krishnagiri,14
OD5331,Yadav,2017-05-31,Fruits & Veggies,Fresh Vegetables,490.68,East,Pudukottai,315
OD5332,Ganesh,2016-11-01,Bakery,Breads & Buns,454.14,East,Dindigul,445
OD5333,Ram,2016-09-26,Bakery,Biscuits,420.84,East,Coimbatore,729
OD5334,Harish,2017-03-01,Snacks,Chocolates,421.96,East,Bodi,446
OD5335,Komal,2015-06-21,Snacks,Noodles,976.25,East,Nagercoil,65
OD5336,Suresh,2015-11-19,Bakery,Biscuits,1493.31,East,Nagercoil,782
OD5337,Jackson,2017-11-10,Bakery,Breads & Buns,1003.98,East,Dindigul,247
OD5338,Ridhesh,2016-04-27,Bakery,Cakes,1268.4,East,Tirunelveli,817
OD5339,Sheeba,2018-07-27,Snacks,Noodles,987.84,East,Viluppuram,938
OD5340,Ram,2016-12-06,Oil & Masala,Edible Oil & Ghee,634.26,East,Vellore,49
OD5341,Amy,2015-12-14,Food Grains,Dals & Pulses,1898.13,East,Bodi,96
OD5342,Ram,2018-12-10,Oil & Masala,Masalas,520.38,East,Coimbatore,415
OD5343,Arutra,2017-03-10,Beverages,Health Drinks,513.3,East,Krishnagiri,560
OD5344,James,2016-12-10,Food Grains,Dals & Pulses,474.75,East,Trichy,995
OD5345,Rumaiza,2018-04-11,Fruits & Veggies,Fresh Fruits,1862.0,East,Salem,807
OD5346,Hussain,2018-06-12,Oil & Masala,Edible Oil & Ghee,771.96,East,Karur,741
OD5347,Muneer,2015-12-30,Bakery,Breads & Buns,884.95,East,Cumbum,885
OD5348,Komal,2015-11-05,Food Grains,Atta & Flour,435.24,East,Bodi,465
OD5349,Suresh,2016-09-14,Oil & Masala,Edible Oil & Ghee,1554.96,East,Perambalur,929
OD5350,Hafiz,2016-09-12,Beverages,Soft Drinks,679.3199999999999,East,Theni,114
OD5351,Arutra,2016-02-14,Bakery,Biscuits,1187.67,East,Vellore,503
OD5352,Amy,2017-11-25,Fruits & Veggies,Organic Vegetables,1271.27,East,Namakkal,959
OD5353,Sabeela,2015-10-25,Bakery,Breads & Buns,1183.89,East,Kanyakumari,779
OD5354,Roshan,2018-05-18,Snacks,Cookies,1225.2,East,Dindigul,884
OD5355,Sudeep,2016-07-05,Food Grains,Organic Staples,1832.24,East,Ramanadhapuram,832
OD5356,Ganesh,2018-11-03,Beverages,Soft Drinks,1924.18,East,Virudhunagar,85
OD5357,Sabeela,2016-05-03,Food Grains,Organic Staples,1389.6,East,Vellore,728
OD5358,Sharon,2015-06-23,Fruits & Veggies,Fresh Vegetables,1332.5,East,Dindigul,534
OD5359,Jackson,2016-10-05,Bakery,Breads & Buns,913.24,East,Coimbatore,364
OD5360,James,2018-09-10,Food Grains,Organic Staples,836.95,East,Theni,375
OD5361,Vinne,2018-09-04,"Eggs, Meat & Fish",Eggs,1083.72,East,Kanyakumari,505
OD5362,Amy,2015-06-21,"Eggs, Meat & Fish",Mutton,628.74,East,Ramanadhapuram,190
OD5363,Muneer,2015-11-05,Oil & Masala,Edible Oil & Ghee,1202.28,East,Kanyakumari,118
OD5364,Ram,2018-12-25,"Eggs, Meat & Fish",Mutton,1631.78,East,Cumbum,881
OD5365,Krithika,2018-10-30,Bakery,Cakes,1082.62,East,Namakkal,268
OD5366,Anu,2016-05-08,Beverages,Health Drinks,1945.58,East,Madurai,888
OD5367,Shah,2015-07-14,Food Grains,Rice,467.68,East,Kanyakumari,466
OD5368,Amrish,2015-05-18,Beverages,Health Drinks,1260.4,East,Tirunelveli,845
OD5369,Sundar,2018-09-10,Food Grains,Atta & Flour,1622.88,East,Trichy,83
OD5370,Sabeela,2018-09-08,Beverages,Soft Drinks,1421.04,East,Salem,170
OD5371,Sabeela,2015-07-14,Beverages,Health Drinks,636.75,East,Virudhunagar,235
OD5372,James,2018-10-21,"Eggs, Meat & Fish",Eggs,800.3199999999999,East,Tenkasi,950
OD5373,Roshan,2016-02-14,Oil & Masala,Spices,976.8,East,Madurai,335
OD5374,Vinne,2015-06-22,Oil & Masala,Masalas,1040.15,East,Salem,365
OD5375,Arvind,2017-05-23,Fruits & Veggies,Fresh Fruits,529.3,East,Dindigul,420
OD5376,Hussain,2017-11-26,"Eggs, Meat & Fish",Chicken,606.8,East,Nagercoil,321
OD5377,Peer,2018-03-10,Food Grains,Atta & Flour,651.0,East,Coimbatore,352
OD5378,Kumar,2017-04-05,Snacks,Cookies,1355.13,East,Salem,405
OD5379,Willams,2018-06-26,Snacks,Chocolates,939.9,East,Madurai,620
OD5380,Suresh,2017-05-23,Food Grains,Dals & Pulses,834.15,East,Chennai,390
OD5381,Sudeep,2015-12-09,"Eggs, Meat & Fish",Mutton,585.2,East,Chennai,188
OD5382,James,2017-03-29,Snacks,Chocolates,1276.5,East,Salem,972
OD5383,Hussain,2015-11-24,Beverages,Health Drinks,618.35,East,Coimbatore,95
OD5384,Jonas,2017-03-08,Beverages,Health Drinks,490.77,East,Tirunelveli,174
OD5385,Shah,2018-07-31,Oil & Masala,Masalas,928.53,East,Viluppuram,10
OD5386,Sharon,2016-11-30,Snacks,Cookies,831.76,East,Krishnagiri,995
OD5387,Krithika,2018-07-18,Bakery,Cakes,617.31,East,Ramanadhapuram,402
OD5388,Willams,2018-11-07,Fruits & Veggies,Organic Fruits,868.6,East,Tenkasi,91
OD5389,Veronica,2016-11-21,Beverages,Soft Drinks,855.8,East,Perambalur,217
OD5390,Ganesh,2018-10-26,Fruits & Veggies,Fresh Vegetables,440.96,East,Madurai,68
OD5391,Amrish,2015-11-02,Fruits & Veggies,Fresh Vegetables,1033.2,East,Dindigul,537
OD5392,James,2015-11-18,"Eggs, Meat & Fish",Chicken,1092.96,East,Chennai,252
OD5393,Akash,2015-11-02,Oil & Masala,Spices,1026.02,East,Pudukottai,759
OD5394,Willams,2018-11-26,Oil & Masala,Spices,1354.64,East,Karur,285
OD5395,Muneer,2017-10-21,Fruits & Veggies,Fresh Fruits,1711.46,East,Ramanadhapuram,327
OD5396,Shah,2018-07-14,Snacks,Chocolates,1008.37,East,Viluppuram,703
OD5397,Krithika,2018-06-26,Snacks,Noodles,1117.35,East,Theni,946
OD5398,Alan,2015-06-21,"Eggs, Meat & Fish",Eggs,1088.64,East,Chennai,466
OD5399,Amrish,2017-11-25,Fruits & Veggies,Fresh Fruits,505.72,East,Bodi,193
OD5400,Ridhesh,2017-11-21,Beverages,Soft Drinks,805.19,East,Madurai,995
OD5401,Malik,2016-02-20,Snacks,Cookies,1590.58,South,Ramanadhapuram,610
OD5402,Sundar,2015-05-22,Oil & Masala,Spices,1618.2,South,Ooty,38
OD5403,Harish,2017-06-26,Oil & Masala,Spices,620.15,South,Perambalur,347
OD5404,Ram,2017-12-25,Beverages,Health Drinks,804.27,South,Kanyakumari,539
OD5405,Ridhesh,2018-08-31,Bakery,Biscuits,1165.29,South,Krishnagiri,514
OD5406,Sharon,2018-05-26,Bakery,Cakes,1564.55,South,Salem,187
OD5407,Willams,2015-05-22,"Eggs, Meat & Fish",Mutton,707.76,South,Coimbatore,95
OD5408,Sabeela,2017-09-29,Beverages,Health Drinks,1168.2,South,Namakkal,880
OD5409,Verma,2017-12-20,Bakery,Biscuits,1230.8,South,Cumbum,246
OD5410,Alan,2015-02-11,Bakery,Breads & Buns,1454.68,South,Karur,491
OD5411,Peer,2018-12-24,Oil & Masala,Masalas,587.54,South,Namakkal,989
OD5412,Amrish,2015-09-08,"Eggs, Meat & Fish",Mutton,693.6800000000001,South,Madurai,497
OD5413,Sudha,2016-09-15,Bakery,Biscuits,1501.74,South,Kanyakumari,505
OD5414,Anu,2018-05-19,"Eggs, Meat & Fish",Chicken,1350.72,South,Coimbatore,81
OD5415,Haseena,2018-07-03,Bakery,Biscuits,1203.42,South,Virudhunagar,499
OD5416,Malik,2015-06-02,Bakery,Breads & Buns,1839.18,South,Vellore,475
OD5417,Suresh,2016-08-24,Food Grains,Rice,1564.29,South,Vellore,939
OD5418,Sudeep,2016-07-27,Snacks,Chocolates,1158.01,South,Theni,19
OD5419,Mathew,2015-05-31,"Eggs, Meat & Fish",Eggs,1660.0,South,Vellore,861
OD5420,Vince,2015-05-31,Fruits & Veggies,Organic Vegetables,894.32,South,Bodi,619
OD5421,Ridhesh,2016-09-21,Beverages,Health Drinks,704.65,South,Ramanadhapuram,212
OD5422,Rumaiza,2016-06-18,Bakery,Cakes,865.76,South,Karur,851
OD5423,Ramesh,2018-05-19,Beverages,Soft Drinks,1102.6,South,Madurai,332
OD5424,Ramesh,2016-08-24,Snacks,Noodles,1500.0,South,Krishnagiri,277
OD5425,Jackson,2018-12-07,"Eggs, Meat & Fish",Chicken,1447.86,South,Coimbatore,708
OD5426,Surya,2015-06-27,Snacks,Cookies,1629.45,South,Cumbum,152
OD5427,Jonas,2017-09-17,"Eggs, Meat & Fish",Fish,1036.49,South,Cumbum,297
OD5428,Yusuf,2017-04-18,"Eggs, Meat & Fish",Eggs,896.7,South,Salem,59
OD5429,Veronica,2018-06-20,"Eggs, Meat & Fish",Mutton,611.2,South,Coimbatore,687
OD5430,Muneer,2018-07-21,Beverages,Health Drinks,1024.2,South,Nagercoil,252
OD5431,Vinne,2017-12-12,Fruits & Veggies,Organic Vegetables,1591.06,South,Viluppuram,510
OD5432,Yusuf,2017-09-19,Bakery,Biscuits,622.84,South,Cumbum,990
OD5433,Sudha,2016-09-04,Fruits & Veggies,Fresh Fruits,583.77,South,Kanyakumari,653
OD5434,Aditi,2016-04-21,Bakery,Cakes,1270.27,South,Virudhunagar,819
OD5435,Yadav,2016-09-21,Fruits & Veggies,Fresh Fruits,1775.04,South,Perambalur,888
OD5436,Aditi,2016-12-10,Snacks,Noodles,456.25,South,Krishnagiri,554
OD5437,Rumaiza,2016-06-11,Beverages,Soft Drinks,604.35,South,Dindigul,77
OD5438,Anu,2016-08-24,"Eggs, Meat & Fish",Mutton,1251.6,South,Dharmapuri,869
OD5439,Hussain,2015-01-20,Beverages,Soft Drinks,961.17,South,Namakkal,226
OD5440,Jonas,2015-06-01,"Eggs, Meat & Fish",Eggs,1993.48,South,Nagercoil,377
OD5441,Adavan,2015-04-02,Fruits & Veggies,Fresh Fruits,1132.12,South,Tirunelveli,413
OD5442,Suresh,2018-01-26,Food Grains,Atta & Flour,1075.68,South,Vellore,814
OD5443,Ganesh,2018-11-13,Snacks,Cookies,1542.24,South,Kanyakumari,382
OD5444,Roshan,2017-09-11,Food Grains,Rice,1196.47,South,Trichy,208
OD5445,Mathew,2016-08-23,Food Grains,Atta & Flour,1288.23,South,Theni,584
OD5446,Malik,2016-09-27,Bakery,Breads & Buns,338.58000000000004,South,Ooty,227
OD5447,Rumaiza,2018-06-03,Beverages,Soft Drinks,647.01,South,Tirunelveli,180
OD5448,Vidya,2017-10-14,Beverages,Health Drinks,805.77,South,Kanyakumari,113
OD5449,Arutra,2017-11-27,Food Grains,Atta & Flour,2002.56,South,Perambalur,443
OD5450,Komal,2018-06-03,Fruits & Veggies,Organic Fruits,1255.02,South,Salem,532
OD5451,Verma,2018-07-03,Beverages,Health Drinks,1744.86,South,Perambalur,890
OD5452,Sudha,2015-09-17,Snacks,Cookies,497.81,South,Nagercoil,637
OD5453,Sheeba,2018-12-22,Snacks,Noodles,657.6,South,Krishnagiri,374
OD5454,Yusuf,2018-08-13,Snacks,Noodles,1443.33,South,Dindigul,490
OD5455,Ravi,2018-11-03,Food Grains,Organic Staples,1243.1,South,Ooty,415
OD5456,Ganesh,2018-04-28,"Eggs, Meat & Fish",Mutton,746.13,South,Tirunelveli,495
OD5457,Ravi,2016-06-12,Snacks,Cookies,1082.76,South,Dindigul,482
OD5458,Ravi,2017-12-08,Beverages,Health Drinks,774.6,South,Viluppuram,612
OD5459,Sudeep,2016-12-03,Beverages,Soft Drinks,1752.34,South,Dharmapuri,540
OD5460,Sudha,2017-01-08,Beverages,Health Drinks,686.14,South,Coimbatore,443
OD5461,Amrish,2018-01-14,"Eggs, Meat & Fish",Fish,491.15,South,Coimbatore,37
OD5462,Kumar,2016-09-17,"Eggs, Meat & Fish",Fish,1490.3,South,Tirunelveli,935
OD5463,Jonas,2018-11-30,Oil & Masala,Edible Oil & Ghee,1428.54,South,Theni,635
OD5464,Sabeela,2017-09-02,Snacks,Noodles,1832.7,South,Chennai,310
OD5465,Mathew,2017-12-08,Beverages,Health Drinks,1567.02,South,Karur,338
OD5466,Peer,2017-12-08,Food Grains,Atta & Flour,1591.94,South,Viluppuram,322
OD5467,Shree,2018-11-04,Snacks,Noodles,359.02,South,Cumbum,841
OD5468,Willams,2016-06-21,Food Grains,Dals & Pulses,990.64,South,Namakkal,485
OD5469,Amy,2018-10-23,Snacks,Noodles,1569.92,South,Bodi,866
OD5470,Alan,2016-11-30,"Eggs, Meat & Fish",Eggs,700.06,South,Ramanadhapuram,624
OD5471,Vinne,2015-04-25,Snacks,Chocolates,1009.45,South,Coimbatore,816
OD5472,Verma,2017-12-09,Beverages,Health Drinks,1386.75,South,Cumbum,545
OD5473,Ridhesh,2017-09-08,Bakery,Biscuits,1956.52,South,Salem,277
OD5474,Adavan,2018-09-05,Food Grains,Dals & Pulses,1217.16,South,Viluppuram,355
OD5475,Ravi,2017-04-16,Food Grains,Organic Staples,1759.96,South,Ramanadhapuram,274
OD5476,Aditi,2015-12-01,Food Grains,Atta & Flour,1913.98,South,Virudhunagar,67
OD5477,Anu,2016-11-13,"Eggs, Meat & Fish",Eggs,1124.62,South,Nagercoil,90
OD5478,Harish,2016-06-09,Bakery,Cakes,1282.2,South,Pudukottai,351
OD5479,Veronica,2018-11-17,Bakery,Biscuits,302.18,South,Pudukottai,578
OD5480,Willams,2017-03-08,Food Grains,Organic Staples,1308.16,South,Kanyakumari,572
OD5481,Komal,2018-06-03,Oil & Masala,Masalas,794.88,South,Krishnagiri,586
OD5482,Mathew,2015-02-02,Snacks,Chocolates,459.0,South,Chennai,437
OD5483,Amrish,2016-12-21,Food Grains,Rice,1068.81,South,Tenkasi,870
OD5484,Hussain,2017-08-15,Snacks,Cookies,1181.58,South,Virudhunagar,676
OD5485,Sudha,2018-11-04,Oil & Masala,Masalas,1778.4,South,Madurai,764
OD5486,Ganesh,2015-09-09,"Eggs, Meat & Fish",Chicken,1185.94,South,Madurai,189
OD5487,Hussain,2018-12-04,"Eggs, Meat & Fish",Mutton,1413.12,South,Krishnagiri,489
OD5488,Hafiz,2015-09-19,Food Grains,Atta & Flour,723.2,South,Vellore,9
OD5489,Hussain,2017-09-29,Food Grains,Organic Staples,1772.3200000000002,West,Nagercoil,301
OD5490,Peer,2017-02-22,"Eggs, Meat & Fish",Fish,492.9,West,Virudhunagar,644
OD5491,Kumar,2015-11-10,Fruits & Veggies,Fresh Fruits,2196.78,West,Tenkasi,608
OD5492,Roshan,2015-08-05,Fruits & Veggies,Organic Fruits,1530.0,West,Tirunelveli,28
OD5493,Ramesh,2018-09-01,Oil & Masala,Spices,961.4,West,Madurai,587
OD5494,Aditi,2018-08-12,Fruits & Veggies,Organic Vegetables,1785.6,West,Kanyakumari,31
OD5495,Krithika,2017-12-18,Oil & Masala,Spices,1327.36,West,Krishnagiri,589
OD5496,Amy,2016-11-08,Fruits & Veggies,Organic Fruits,958.77,West,Vellore,887
OD5497,Vidya,2018-07-08,Fruits & Veggies,Organic Vegetables,1251.06,West,Madurai,411
OD5498,Ram,2016-10-12,Bakery,Cakes,1110.42,West,Cumbum,122
OD5499,Harish,2017-09-02,Fruits & Veggies,Organic Vegetables,1133.16,West,Ramanadhapuram,837
OD5500,Roshan,2016-12-19,Bakery,Biscuits,1006.88,West,Tenkasi,571
OD5501,Sundar,2015-05-13,"Eggs, Meat & Fish",Mutton,1585.65,West,Madurai,501
OD5502,Vince,2017-11-09,Food Grains,Organic Staples,887.24,West,Karur,791
OD5503,Kumar,2017-12-18,Fruits & Veggies,Fresh Fruits,588.1600000000001,West,Karur,903
OD5504,Hussain,2015-05-16,Beverages,Health Drinks,384.12,West,Salem,274
OD5505,Sundar,2016-04-17,Oil & Masala,Masalas,1940.16,West,Dindigul,637
OD5506,Aditi,2018-07-14,Bakery,Cakes,1374.59,West,Kanyakumari,838
OD5507,Hafiz,2015-07-26,Fruits & Veggies,Fresh Fruits,882.28,West,Coimbatore,979
OD5508,Adavan,2018-09-18,Oil & Masala,Spices,987.35,West,Virudhunagar,669
OD5509,Ganesh,2017-06-11,Fruits & Veggies,Organic Fruits,520.1800000000001,West,Kanyakumari,325
OD5510,Mathew,2018-07-29,"Eggs, Meat & Fish",Eggs,839.9,West,Bodi,240
OD5511,Sundar,2016-04-13,"Eggs, Meat & Fish",Chicken,1371.48,West,Kanyakumari,318
OD5512,Anu,2016-07-18,Bakery,Cakes,1768.81,West,Dindigul,502
OD5513,Haseena,2018-10-14,Beverages,Health Drinks,685.44,West,Salem,215
OD5514,Peer,2015-03-25,Fruits & Veggies,Fresh Vegetables,1720.64,West,Nagercoil,697
OD5515,Krithika,2018-11-07,"Eggs, Meat & Fish",Fish,1091.4299999999998,West,Ooty,742
OD5516,Harish,2018-08-07,Beverages,Soft Drinks,570.24,West,Karur,24
OD5517,Surya,2018-02-13,Beverages,Health Drinks,544.5,West,Ramanadhapuram,525
OD5518,Amrish,2017-11-05,Beverages,Soft Drinks,812.4,West,Dharmapuri,784
OD5519,Yusuf,2018-04-11,Snacks,Chocolates,759.85,West,Trichy,967
OD5520,Kumar,2017-11-18,Food Grains,Atta & Flour,1139.32,West,Vellore,319
OD5521,Jonas,2018-08-12,Snacks,Chocolates,768.21,West,Chennai,343
OD5522,Jonas,2017-12-10,Bakery,Biscuits,1297.8,West,Cumbum,458
OD5523,Amrish,2017-05-12,Bakery,Breads & Buns,1569.78,West,Ramanadhapuram,808
OD5524,Ram,2015-04-11,Oil & Masala,Spices,1178.55,West,Kanyakumari,280
OD5525,Mathew,2017-05-28,Snacks,Noodles,2033.1,West,Dharmapuri,952
OD5526,Kumar,2018-11-10,Snacks,Noodles,816.75,West,Dharmapuri,480
OD5527,Suresh,2018-03-03,Bakery,Cakes,1251.88,West,Perambalur,323
OD5528,Komal,2018-10-07,Food Grains,Rice,687.3299999999999,West,Trichy,989
OD5529,Amy,2015-08-31,Snacks,Noodles,505.02,West,Kanyakumari,635
OD5530,Amy,2018-04-17,Bakery,Cakes,593.67,West,Dharmapuri,45
OD5531,Sheeba,2015-03-14,"Eggs, Meat & Fish",Fish,1159.48,West,Ooty,766
OD5532,Arvind,2018-11-24,Food Grains,Rice,1587.75,West,Namakkal,267
OD5533,Sudha,2018-11-21,Fruits & Veggies,Organic Fruits,1447.2,West,Cumbum,815
OD5534,Arutra,2017-07-18,Oil & Masala,Edible Oil & Ghee,2082.96,West,Virudhunagar,466
OD5535,Sabeela,2018-09-04,Bakery,Cakes,898.32,West,Vellore,471
OD5536,Hafiz,2015-10-09,Bakery,Breads & Buns,936.32,West,Nagercoil,68
OD5537,Yusuf,2017-07-08,Fruits & Veggies,Fresh Fruits,978.2,West,Bodi,575
OD5538,Surya,2017-12-06,Food Grains,Dals & Pulses,968.36,West,Madurai,544
OD5539,Verma,2017-11-12,"Eggs, Meat & Fish",Fish,1964.69,West,Tirunelveli,712
OD5540,Muneer,2016-08-17,"Eggs, Meat & Fish",Eggs,1521.96,West,Krishnagiri,968
OD5541,Vinne,2018-09-19,"Eggs, Meat & Fish",Eggs,600.6,West,Coimbatore,450
OD5542,Vidya,2018-09-23,Snacks,Chocolates,1949.96,West,Vellore,918
OD5543,Jonas,2018-03-09,Oil & Masala,Masalas,1310.36,West,Viluppuram,46
OD5544,Veronica,2016-03-06,Oil & Masala,Spices,1425.98,West,Cumbum,352
OD5545,Ram,2017-05-28,Snacks,Cookies,1954.44,West,Tenkasi,584
OD5546,Shah,2015-09-29,Fruits & Veggies,Fresh Vegetables,1315.3,West,Krishnagiri,16
OD5547,Veronica,2017-11-04,Snacks,Cookies,598.26,West,Ooty,76
OD5548,Ridhesh,2016-08-02,Oil & Masala,Spices,1484.91,West,Perambalur,399
OD5549,Hussain,2018-09-19,Oil & Masala,Spices,990.4,West,Chennai,697
OD5550,Vince,2016-12-24,Beverages,Health Drinks,1019.46,West,Tirunelveli,847
OD5551,Willams,2018-09-02,Oil & Masala,Masalas,1285.47,West,Namakkal,577
OD5552,Sundar,2018-02-26,Fruits & Veggies,Organic Fruits,712.0,West,Ramanadhapuram,465
OD5553,Verma,2016-06-23,"Eggs, Meat & Fish",Mutton,711.1,West,Madurai,391
OD5554,Ramesh,2016-12-06,"Eggs, Meat & Fish",Chicken,840.58,West,Vellore,646
OD5555,Roshan,2015-09-21,Bakery,Breads & Buns,1999.5,West,Coimbatore,434
OD5556,Sabeela,2015-11-29,Snacks,Chocolates,1824.0,West,Bodi,959
OD5557,Sudha,2018-10-30,Fruits & Veggies,Organic Vegetables,1498.69,West,Bodi,854
OD5558,Amrish,2015-11-02,Beverages,Health Drinks,947.7,West,Viluppuram,637
OD5559,Sheeba,2017-09-18,Fruits & Veggies,Fresh Fruits,739.2,West,Krishnagiri,102
OD5560,Muneer,2016-05-12,Fruits & Veggies,Organic Vegetables,1084.58,West,Salem,725
OD5561,James,2015-04-11,"Eggs, Meat & Fish",Fish,1060.12,West,Tenkasi,686
OD5562,Malik,2015-07-26,Oil & Masala,Edible Oil & Ghee,677.1600000000001,West,Coimbatore,364
OD5563,Ram,2017-09-27,Food Grains,Organic Staples,1336.84,West,Trichy,657
OD5564,Surya,2016-10-18,"Eggs, Meat & Fish",Chicken,1322.1,West,Vellore,577
OD5565,Sundar,2015-08-08,Bakery,Biscuits,1917.28,West,Bodi,628
OD5566,Mathew,2017-09-25,Beverages,Health Drinks,661.05,West,Tirunelveli,7
OD5567,Amrish,2016-01-30,Beverages,Health Drinks,1036.8,West,Ooty,851
OD5568,Yadav,2016-04-02,Bakery,Cakes,1514.7,West,Perambalur,387
OD5569,Mathew,2017-05-26,"Eggs, Meat & Fish",Fish,2016.66,West,Coimbatore,263
OD5570,Jonas,2017-08-23,Snacks,Chocolates,425.79,West,Chennai,204
OD5571,Ganesh,2017-12-31,Food Grains,Rice,1230.63,West,Virudhunagar,117
OD5572,Ram,2018-12-15,Bakery,Biscuits,1823.05,West,Nagercoil,257
OD5573,Veena,2016-06-23,Snacks,Chocolates,544.73,West,Cumbum,241
OD5574,Suresh,2017-08-15,"Eggs, Meat & Fish",Mutton,339.3,West,Dindigul,27
OD5575,Hafiz,2016-04-22,Oil & Masala,Edible Oil & Ghee,718.2,West,Vellore,77
OD5576,Akash,2017-06-09,Fruits & Veggies,Organic Fruits,1987.46,West,Dharmapuri,514
OD5577,Sharon,2018-01-20,Snacks,Noodles,1061.28,West,Vellore,103
OD5578,Veena,2016-08-28,Snacks,Cookies,1395.36,West,Karur,904
OD5579,Vinne,2016-12-30,Food Grains,Organic Staples,1689.38,West,Dharmapuri,201
OD5580,Sundar,2018-12-29,"Eggs, Meat & Fish",Fish,1071.0,West,Tenkasi,311
OD5581,Yusuf,2015-11-08,Food Grains,Organic Staples,1293.44,West,Pudukottai,948
OD5582,Ram,2017-07-14,Snacks,Noodles,1419.6,West,Cumbum,860
OD5583,Veena,2018-01-20,Snacks,Cookies,1626.56,West,Tenkasi,830
OD5584,Alan,2018-08-07,Bakery,Cakes,1990.34,West,Namakkal,625
OD5585,Sudeep,2018-07-14,Food Grains,Atta & Flour,605.9100000000001,West,Trichy,24
OD5586,Vinne,2017-08-28,Fruits & Veggies,Organic Fruits,1659.6,West,Theni,960
OD5587,Alan,2015-11-01,Food Grains,Organic Staples,1025.4,West,Cumbum,597
OD5588,Muneer,2015-12-08,Snacks,Chocolates,1632.84,West,Kanyakumari,497
OD5589,Jonas,2018-06-10,Beverages,Soft Drinks,511.36,West,Tenkasi,24
OD5590,Muneer,2017-12-06,Fruits & Veggies,Fresh Vegetables,346.45,West,Ramanadhapuram,240
